id_empresa,ciudad,latitud,longitud,sector,tamanio,estado,anio_fundacion,antiguedat_anios,num_empleados,ingresos_anual_usd,inv_rd_pct,crecimiento_anual_pct,satisfaccion_empleados
233,Panamá,8.9936,-79.5193,Educación,Pequeña,En riesgo,1972,52,10,53435.87,5.9,-11.8,5.7
234,Cali,3.4516,-76.6319,Tecnología,Pequeña,Estable,1980,44,34,75926.26,16.1,-3.5,3.8
235,Montevideo,-34.9033,-56.188,Agro,Mediana,En riesgo,2014,10,155,257982.51,1.1,-13.6,5.3
236,Bogotá,-4.711,-74.0721,Educación,Pequeña,Activa,1973,51,16,43779.52,11.4,25.1,6.3
237,Montevideo,-34.9033,-56.188,Energía,Pequeña,Estable,1995,29,18,105546.18,7.5,-2.4,6.1
238,Quito,-0.1807,-78.4678,Educación,Mediana,En crecimiento,1996,28,114,373138.65,6.6,30.7,8.3
239,Guayaquil,-2.19,-79.897,Retail,Grande,Estable,2015,9,851,1049388.74,0.5,1.8,6.5
240,Pereira,4.8133,-75.6958,Salud,Mediana,En crecimiento,2023,1,105,469782.44,10.2,26.1,8.5
241,Barranquilla,11.0719,-74.7819,Telecomunicaciones,Pequeña,En crecimiento,2012,12,16,38296.96,9.4,29.5,7.8
242,Bucaramanga,7.088,-73.0836,Energía,Mediana,En crecimiento,1996,28,104,335838.89,13.7,23.6,8.0
243,Pereira,4.8133,-75.6958,Tecnología,Pequeña,En crecimiento,2011,13,18,125256.08,14.4,19.9,7.2
244,Montevideo,-34.9033,-56.188,Turismo,Pequeña,En crecimiento,2020,4,21,24443.93,0.1,20.9,6.5
245,Cali,3.4516,-76.6319,Telecomunicaciones,Grande,Activa,2019,5,213,1373791.1,8.0,7.1,6.3
246,Panamá,8.9936,-79.5193,Finanzas,Pequeña,Inactiva,1975,49,17,61323.24,4.7,-13.8,3.1
247,Cali,3.4516,-76.6319,Salud,Pequeña,Estable,1984,40,18,73286.19,20.7,-6.9,9.1
248,São Paulo,-23.5505,-46.6333,Finanzas,Mediana,Inactiva,2022,2,77,161283.8,4.6,-35.6,5.0
249,Buenos Aires,-34.6037,-58.3816,Turismo,Mediana,Activa,1999,25,109,139196.6,3.2,-2.2,6.4
250,São Paulo,-23.5505,-46.6333,Energía,Mediana,En riesgo,2011,13,172,517576.4,7.6,-17.4,4.6
251,Medellín,6.2518,-75.5636,Manufactura,Pequeña,En riesgo,2006,18,15,34876.58,5.8,-7.8,4.2
252,Cali,3.4516,-76.6319,Finanzas,Pequeña,Estable,2006,18,19,34154.07,8.7,6.6,7.1
253,Panamá,8.9936,-79.5193,Salud,Pequeña,Estable,2011,13,28,108543.16,15.4,-1.6,7.2
254,Manizales,5.0689,-75.5175,Manufactura,Pequeña,En crecimiento,2006,18,16,51773.28,12.4,21.8,8.4
255,Barranquilla,11.0719,-74.7819,Finanzas,Mediana,En riesgo,2004,20,56,311656.49,8.8,-18.7,1.0
256,Bogotá,-4.711,-74.0721,Tecnología,Grande,En crecimiento,1992,32,511,1371034.25,17.7,15.9,8.2
257,Barranquilla,11.0719,-74.7819,Retail,Grande,Activa,1975,49,165,813405.17,1.7,11.5,6.7
258,Bogotá,-4.711,-74.0721,Manufactura,Grande,En crecimiento,1973,51,159,2102892.09,10.9,28.3,7.0
259,Buenos Aires,-34.6037,-58.3816,Manufactura,Mediana,Inactiva,1987,37,91,368156.36,6.4,-27.9,4.2
260,Panamá,8.9936,-79.5193,Agro,Mediana,En riesgo,1978,46,31,326401.47,8.2,-2.2,6.3
261,Montevideo,-34.9033,-56.188,Turismo,Pequeña,Inactiva,2018,6,8,47174.88,9.0,-19.2,4.0
262,Pereira,4.8133,-75.6958,Agro,Mediana,Estable,1998,26,68,259205.88,3.4,11.6,6.3
263,Santa Marta,11.2469,-74.0515,Finanzas,Mediana,Activa,1982,42,59,473439.52,6.1,6.2,5.9
264,Cali,3.4516,-76.6319,Tecnología,Pequeña,Activa,2016,8,14,46589.56,20.9,17.1,3.6
265,Guayaquil,-2.19,-79.897,Finanzas,Pequeña,Activa,2021,3,23,48423.85,7.3,21.1,7.4
266,Bogotá,-4.711,-74.0721,Finanzas,Multinacional,Activa,1986,38,2750,10426890.76,7.3,5.5,7.9
267,Panamá,8.9936,-79.5193,Energía,Pequeña,En crecimiento,2014,10,10,55478.94,6.0,21.1,7.7
268,Lima,-12.0464,-77.0428,Tecnología,Pequeña,Activa,2001,23,25,113654.26,15.5,2.3,8.3
269,Rio de Janeiro,-22.9068,-43.1729,Tecnología,Mediana,En crecimiento,2017,7,45,124349.87,16.5,15.1,6.2
270,Buenos Aires,-34.6037,-58.3816,Salud,Grande,Inactiva,1991,33,437,1742670.71,18.6,-31.8,3.0
271,Bucaramanga,7.088,-73.0836,Salud,Mediana,En crecimiento,1973,51,43,210814.71,11.3,17.1,7.5
272,Bucaramanga,7.088,-73.0836,Energía,Mediana,En riesgo,1974,50,88,187305.17,14.6,-10.4,4.4
273,Santiago,-33.4489,-70.6693,Salud,Pequeña,Estable,2006,18,13,39785.04,17.3,-2.6,8.3
274,Rio de Janeiro,-22.9068,-43.1729,Manufactura,Mediana,Activa,2010,14,123,308315.06,9.5,9.5,7.1
275,Pereira,4.8133,-75.6958,Finanzas,Pequeña,En crecimiento,2018,6,20,52539.09,2.2,23.6,7.4
276,Medellín,6.2518,-75.5636,Turismo,Grande,Activa,1982,42,316,702445.12,3.2,5.2,6.1
277,Bogotá,-4.711,-74.0721,Agro,Mediana,En crecimiento,2003,21,58,228889.78,4.9,21.6,9.4
278,Caracas,10.4806,-66.9036,Finanzas,Pequeña,Estable,2014,10,13,57548.83,5.8,-1.2,5.2
279,Bogotá,-4.711,-74.0721,Energía,Pequeña,Activa,1991,33,31,32251.28,10.9,6.1,6.5
280,Cartagena,10.423,-75.5434,Finanzas,Pequeña,Activa,2022,2,28,28635.04,4.2,3.1,9.2
281,Panamá,8.9936,-79.5193,Educación,Pequeña,En crecimiento,1992,32,10,16182.93,8.4,22.5,8.4
282,Rio de Janeiro,-22.9068,-43.1729,Telecomunicaciones,Pequeña,Inactiva,2020,4,20,35888.84,15.1,-28.6,3.2
283,Barranquilla,11.0719,-74.7819,Salud,Mediana,En riesgo,1972,52,40,168842.76,11.5,-19.0,4.5
284,Cali,3.4516,-76.6319,Tecnología,Mediana,Estable,2011,13,66,183426.87,22.6,5.6,5.8
285,Guayaquil,-2.19,-79.897,Energía,Pequeña,Activa,2003,21,10,43646.05,12.9,11.8,7.1
286,Guayaquil,-2.19,-79.897,Tecnología,Pequeña,En riesgo,2001,23,23,37044.08,15.1,-5.3,4.1
287,Lima,-12.0464,-77.0428,Agro,Pequeña,En riesgo,2014,10,8,27907.74,5.2,-18.1,4.7
288,Buenos Aires,-34.6037,-58.3816,Finanzas,Grande,Estable,2020,4,474,520765.38,7.7,-0.9,5.1
289,Bucaramanga,7.088,-73.0836,Retail,Pequeña,Inactiva,2018,6,15,58158.88,0.1,-23.6,3.7
290,Cali,3.4516,-76.6319,Energía,Mediana,En crecimiento,1990,34,74,437114.9,10.1,19.0,9.0
291,Manizales,5.0689,-75.5175,Manufactura,Grande,Inactiva,2015,9,780,1230096.5,5.8,-21.6,3.0
292,Cartagena,10.423,-75.5434,Telecomunicaciones,Mediana,Inactiva,2013,11,161,262668.98,10.1,-22.0,4.0
293,Guayaquil,-2.19,-79.897,Finanzas,Grande,Activa,1990,34,377,1502109.37,5.3,10.9,7.6
294,Buenos Aires,-34.6037,-58.3816,Telecomunicaciones,Pequeña,En crecimiento,2013,11,13,110102.84,10.2,30.8,7.1
295,Cali,3.4516,-76.6319,Tecnología,Multinacional,Inactiva,1980,44,1368,3653142.09,22.1,-21.1,1.9
296,Bogotá,-4.711,-74.0721,Finanzas,Pequeña,Activa,2008,16,14,40641.03,3.1,8.9,6.1
297,Montevideo,-34.9033,-56.188,Salud,Pequeña,En crecimiento,1973,51,32,21137.24,17.4,20.8,8.2
298,Bogotá,-4.711,-74.0721,Turismo,Mediana,Inactiva,2020,4,75,359581.81,0.1,-25.7,3.1
299,Cali,3.4516,-76.6319,Salud,Multinacional,Estable,1970,54,3346,7444402.03,14.5,-4.4,8.4
300,São Paulo,-23.5505,-46.6333,Agro,Grande,Activa,1997,27,228,1660238.33,4.0,-2.6,8.1
301,Popayán,2.4419,-76.6109,Agro,Pequeña,Estable,1993,31,12,53978.42,3.4,4.8,7.8
302,Cali,3.4516,-76.6319,Telecomunicaciones,Pequeña,Activa,2004,20,18,82053.96,10.8,15.3,7.5
303,Pereira,4.8133,-75.6958,Salud,Multinacional,En crecimiento,1982,42,2608,10469937.17,13.0,20.0,6.6
304,Buenos Aires,-34.6037,-58.3816,Manufactura,Pequeña,Activa,2016,8,20,75737.77,8.3,17.5,7.6
305,São Paulo,-23.5505,-46.6333,Finanzas,Grande,Estable,2003,21,314,880467.52,8.0,0.9,7.0
306,Caracas,10.4806,-66.9036,Educación,Grande,En crecimiento,1980,44,198,2723861.49,7.8,10.3,6.4
307,Medellín,6.2518,-75.5636,Educación,Mediana,Estable,2005,19,125,209055.78,4.7,7.5,8.4
308,Popayán,2.4419,-76.6109,Finanzas,Pequeña,Estable,2020,4,10,35858.77,10.4,-0.9,8.2
309,Medellín,6.2518,-75.5636,Energía,Mediana,En crecimiento,1986,38,97,343505.72,7.4,28.1,6.4
310,Guayaquil,-2.19,-79.897,Turismo,Pequeña,Estable,2004,20,17,58147.46,0.1,-5.7,6.1
311,Pereira,4.8133,-75.6958,Finanzas,Grande,Activa,1987,37,205,877688.71,0.1,10.5,6.5
312,Bogotá,-4.711,-74.0721,Tecnología,Mediana,Estable,2009,15,121,275102.25,18.3,-2.8,7.6
313,Manizales,5.0689,-75.5175,Tecnología,Grande,Activa,1991,33,318,3156875.48,17.3,9.2,7.8
314,Quito,-0.1807,-78.4678,Tecnología,Pequeña,Inactiva,1993,31,15,23995.22,21.1,-20.4,3.3
315,Panamá,8.9936,-79.5193,Telecomunicaciones,Multinacional,Activa,1988,36,2166,16811298.03,13.8,11.2,7.5
316,Santa Marta,11.2469,-74.0515,Tecnología,Mediana,En crecimiento,2006,18,153,265850.27,18.9,22.4,6.3
317,Popayán,2.4419,-76.6109,Tecnología,Pequeña,Estable,2008,16,25,15535.78,17.2,-6.3,7.4
318,Cali,3.4516,-76.6319,Educación,Pequeña,En crecimiento,1990,34,7,25245.73,11.3,26.4,7.7
319,São Paulo,-23.5505,-46.6333,Agro,Grande,Activa,1977,47,987,926562.61,9.6,14.2,6.4
320,Santiago,-33.4489,-70.6693,Telecomunicaciones,Mediana,Estable,1997,27,60,219602.22,15.0,-4.3,5.1
321,Santa Marta,11.2469,-74.0515,Agro,Grande,Estable,1974,50,927,1423485.55,2.6,-3.4,6.9
322,Barranquilla,11.0719,-74.7819,Manufactura,Pequeña,Estable,1986,38,13,12939.48,8.3,8.4,7.3
323,Santiago,-33.4489,-70.6693,Turismo,Pequeña,En crecimiento,2006,18,13,54895.16,1.8,20.7,5.8
324,Montevideo,-34.9033,-56.188,Tecnología,Mediana,Estable,2005,19,72,177015.49,14.7,-3.2,6.9
325,Bogotá,-4.711,-74.0721,Telecomunicaciones,Pequeña,En crecimiento,2023,1,12,100211.63,9.3,23.6,7.9
326,Pereira,4.8133,-75.6958,Energía,Mediana,Estable,1988,36,219,262091.61,8.9,-1.8,6.2
327,Buenos Aires,-34.6037,-58.3816,Manufactura,Multinacional,Estable,1996,28,2424,12818181.95,6.3,3.0,7.4
328,Panamá,8.9936,-79.5193,Energía,Multinacional,En crecimiento,2022,2,2215,13937959.7,16.2,19.5,7.6
329,Buenos Aires,-34.6037,-58.3816,Energía,Multinacional,Activa,2003,21,2578,13750540.93,7.4,6.0,7.5
330,Lima,-12.0464,-77.0428,Manufactura,Grande,Activa,1980,44,271,1130049.84,10.0,14.7,7.8
331,Rio de Janeiro,-22.9068,-43.1729,Telecomunicaciones,Pequeña,Activa,2023,1,28,37428.14,11.0,-6.8,7.8
332,Caracas,10.4806,-66.9036,Retail,Mediana,Activa,2014,10,44,268082.78,0.1,11.3,8.4
333,Medellín,6.2518,-75.5636,Manufactura,Mediana,En crecimiento,2016,8,62,412361.82,4.5,27.7,8.2
334,Medellín,6.2518,-75.5636,Manufactura,Grande,Estable,1981,43,581,1161970.74,9.5,-1.7,6.3
335,Rio de Janeiro,-22.9068,-43.1729,Tecnología,Pequeña,Activa,2023,1,15,47105.59,19.0,13.6,6.4
336,Guayaquil,-2.19,-79.897,Manufactura,Mediana,Inactiva,1990,34,99,343978.58,7.2,-30.8,1.9
337,Montevideo,-34.9033,-56.188,Tecnología,Pequeña,Activa,2023,1,27,31803.52,22.0,4.0,7.4
338,Popayán,2.4419,-76.6109,Turismo,Mediana,En riesgo,1980,44,119,184883.95,0.1,-16.7,6.1
339,Bucaramanga,7.088,-73.0836,Telecomunicaciones,Grande,Estable,2008,16,422,1385877.02,8.8,7.7,6.5
340,Caracas,10.4806,-66.9036,Turismo,Grande,En crecimiento,1997,27,922,1480758.59,0.1,11.5,8.3
341,Quito,-0.1807,-78.4678,Finanzas,Pequeña,Activa,1974,50,11,62113.65,7.6,17.8,6.3
342,Cartagena,10.423,-75.5434,Educación,Multinacional,Estable,1986,38,2401,11194077.34,9.7,0.2,7.1
343,Bogotá,-4.711,-74.0721,Tecnología,Mediana,En crecimiento,1989,35,79,173166.07,20.2,25.7,9.3
344,Pereira,4.8133,-75.6958,Energía,Pequeña,Inactiva,2010,14,14,33314.09,6.5,-21.8,4.0
345,Lima,-12.0464,-77.0428,Salud,Pequeña,En crecimiento,2015,9,9,30773.28,10.2,22.9,5.9
346,Lima,-12.0464,-77.0428,Tecnología,Pequeña,Inactiva,1981,43,7,101316.24,14.0,-28.6,3.9
347,Cartagena,10.423,-75.5434,Finanzas,Pequeña,Activa,1975,49,17,47081.86,2.2,15.5,7.9
348,Santa Marta,11.2469,-74.0515,Agro,Multinacional,Estable,1986,38,1940,8064778.04,8.7,-1.1,7.1
349,Barranquilla,11.0719,-74.7819,Energía,Mediana,Estable,2020,4,171,308792.54,13.0,-2.4,7.7
350,Bucaramanga,7.088,-73.0836,Tecnología,Grande,Estable,1988,36,388,1048782.64,16.6,7.3,5.9
351,Santiago,-33.4489,-70.6693,Finanzas,Pequeña,Activa,1995,29,13,109306.71,5.9,8.9,7.3
352,Montevideo,-34.9033,-56.188,Turismo,Pequeña,Estable,2017,7,23,61407.77,1.0,10.1,8.2
353,Caracas,10.4806,-66.9036,Manufactura,Mediana,En crecimiento,2013,11,93,305997.75,7.1,21.6,9.0
354,Cali,3.4516,-76.6319,Manufactura,Pequeña,Estable,2013,11,13,28771.77,2.6,-1.9,7.6
355,Pereira,4.8133,-75.6958,Educación,Mediana,En crecimiento,2021,3,61,167807.29,10.3,23.6,6.7
356,Montevideo,-34.9033,-56.188,Turismo,Multinacional,En riesgo,2001,23,10798,6855064.87,0.5,-14.7,3.3
357,Panamá,8.9936,-79.5193,Finanzas,Mediana,Activa,1975,49,92,211407.29,7.4,4.3,7.3
358,Santiago,-33.4489,-70.6693,Retail,Mediana,En riesgo,2005,19,123,175925.45,0.7,-7.0,4.7
359,São Paulo,-23.5505,-46.6333,Turismo,Pequeña,En riesgo,2007,17,9,41535.31,0.6,-1.0,4.4
360,Popayán,2.4419,-76.6109,Finanzas,Pequeña,En riesgo,1980,44,11,44871.78,9.8,-13.5,3.5
361,Rio de Janeiro,-22.9068,-43.1729,Finanzas,Pequeña,En crecimiento,2002,22,34,53673.3,5.5,16.2,8.3
362,Guayaquil,-2.19,-79.897,Turismo,Mediana,En crecimiento,1993,31,139,233182.81,2.0,21.1,7.9
363,Rio de Janeiro,-22.9068,-43.1729,Agro,Pequeña,Inactiva,1992,32,18,30211.5,6.3,-21.9,3.5
364,Cartagena,10.423,-75.5434,Turismo,Pequeña,Activa,1984,40,12,30739.93,0.1,9.5,7.9
365,Manizales,5.0689,-75.5175,Manufactura,Mediana,En crecimiento,1996,28,72,550192.84,9.3,29.2,7.5
366,Lima,-12.0464,-77.0428,Energía,Pequeña,Estable,1980,44,11,26739.56,9.6,6.0,6.3
367,Bogotá,-4.711,-74.0721,Turismo,Pequeña,Estable,2020,4,9,59956.19,4.8,-4.6,8.2
368,Bogotá,-4.711,-74.0721,Finanzas,Pequeña,Activa,2019,5,21,64831.8,0.4,5.0,6.3
369,Caracas,10.4806,-66.9036,Retail,Multinacional,Estable,1986,38,3101,7529313.01,0.9,-6.3,6.3
370,Medellín,6.2518,-75.5636,Finanzas,Mediana,En riesgo,2020,4,107,726106.72,5.0,-5.1,6.0
371,Panamá,8.9936,-79.5193,Finanzas,Mediana,Activa,2022,2,69,385538.85,8.1,-4.0,6.5
372,Pereira,4.8133,-75.6958,Telecomunicaciones,Pequeña,Inactiva,1983,41,16,125646.77,14.0,-32.7,3.1
373,Santiago,-33.4489,-70.6693,Tecnología,Multinacional,Activa,1996,28,2103,5777144.57,16.8,4.9,6.7
374,Bogotá,-4.711,-74.0721,Salud,Mediana,En crecimiento,1987,37,59,218505.19,16.0,25.4,5.7
375,Panamá,8.9936,-79.5193,Finanzas,Pequeña,Activa,1997,27,29,65091.34,8.8,4.9,7.1
376,Santa Marta,11.2469,-74.0515,Telecomunicaciones,Grande,Activa,2020,4,419,1316178.27,11.4,5.8,6.0
377,Cartagena,10.423,-75.5434,Tecnología,Pequeña,Inactiva,2016,8,18,116146.89,17.1,-27.1,3.5
378,Cali,3.4516,-76.6319,Tecnología,Mediana,En crecimiento,2016,8,111,355893.9,12.3,23.0,9.1
379,Lima,-12.0464,-77.0428,Tecnología,Mediana,En crecimiento,1973,51,84,177948.71,17.2,14.7,5.1
380,Panamá,8.9936,-79.5193,Tecnología,Pequeña,Activa,1976,48,16,20980.95,12.8,2.3,6.7
381,Rio de Janeiro,-22.9068,-43.1729,Tecnología,Multinacional,Estable,2014,10,1618,7693087.86,17.7,12.1,7.4
382,Cartagena,10.423,-75.5434,Finanzas,Grande,Estable,2004,20,279,1434625.08,8.0,4.4,4.3
383,Buenos Aires,-34.6037,-58.3816,Turismo,Mediana,En crecimiento,2017,7,54,350957.61,0.1,26.6,9.4
384,Cartagena,10.423,-75.5434,Educación,Pequeña,En crecimiento,1978,46,19,91594.23,11.7,22.3,8.3
385,Caracas,10.4806,-66.9036,Finanzas,Pequeña,En riesgo,1977,47,15,85762.31,4.0,-12.8,5.8
386,Guayaquil,-2.19,-79.897,Tecnología,Pequeña,En crecimiento,2021,3,10,37433.74,17.9,24.7,7.1
387,Buenos Aires,-34.6037,-58.3816,Educación,Grande,En crecimiento,2014,10,504,785492.32,6.5,26.4,7.3
388,Montevideo,-34.9033,-56.188,Turismo,Pequeña,Activa,1986,38,18,26976.4,0.1,13.1,7.0
389,Cartagena,10.423,-75.5434,Energía,Mediana,En riesgo,1986,38,60,207551.94,7.7,-12.8,7.1
390,Lima,-12.0464,-77.0428,Tecnología,Grande,En crecimiento,2018,6,395,1248695.41,24.3,27.7,9.4
391,Panamá,8.9936,-79.5193,Finanzas,Pequeña,En crecimiento,2002,22,18,58238.93,1.7,7.2,8.0
392,Panamá,8.9936,-79.5193,Educación,Mediana,Activa,2001,23,56,200998.75,3.2,13.4,7.5
393,Santa Marta,11.2469,-74.0515,Retail,Pequeña,Inactiva,1977,47,18,57524.96,2.4,-27.6,4.0
394,Barranquilla,11.0719,-74.7819,Energía,Multinacional,Activa,1988,36,2819,9587513.88,9.7,11.3,10.0
395,Bogotá,-4.711,-74.0721,Turismo,Mediana,En riesgo,2007,17,53,322290.86,2.0,-15.9,5.0
396,Cartagena,10.423,-75.5434,Educación,Pequeña,En crecimiento,1972,52,16,28437.58,8.0,14.0,7.9
397,Popayán,2.4419,-76.6109,Retail,Pequeña,Activa,1974,50,17,63176.75,3.9,10.0,6.8
398,Cartagena,10.423,-75.5434,Tecnología,Mediana,En riesgo,1982,42,62,849304.08,16.2,-21.0,4.8
399,Barranquilla,11.0719,-74.7819,Tecnología,Grande,En crecimiento,2016,8,321,1696239.13,18.6,19.6,7.1
400,Medellín,6.2518,-75.5636,Finanzas,Grande,En riesgo,2015,9,267,342640.86,8.1,-16.9,5.1
401,Montevideo,-34.9033,-56.188,Tecnología,Mediana,Inactiva,2000,24,66,557923.73,15.0,-26.1,1.5
402,Popayán,2.4419,-76.6109,Telecomunicaciones,Pequeña,En riesgo,1985,39,14,35186.03,5.0,-7.2,4.2
403,Rio de Janeiro,-22.9068,-43.1729,Agro,Pequeña,Activa,2019,5,12,155225.57,6.0,5.1,8.1
404,Bogotá,-4.711,-74.0721,Salud,Pequeña,En riesgo,2001,23,8,52995.38,22.5,-10.1,4.9
405,Cartagena,10.423,-75.5434,Turismo,Mediana,En crecimiento,1991,33,60,129209.11,3.0,26.4,7.2
406,Santiago,-33.4489,-70.6693,Telecomunicaciones,Grande,En riesgo,1998,26,338,534254.14,12.6,-15.6,4.2
407,Barranquilla,11.0719,-74.7819,Retail,Mediana,Estable,1991,33,110,647845.9,1.1,-1.6,8.1
408,Panamá,8.9936,-79.5193,Manufactura,Pequeña,En riesgo,2012,12,19,86918.9,10.8,-3.8,3.0
409,Panamá,8.9936,-79.5193,Retail,Mediana,En crecimiento,1972,52,111,913051.16,1.8,21.5,6.4
410,Medellín,6.2518,-75.5636,Telecomunicaciones,Grande,En crecimiento,2023,1,297,1508215.78,11.4,25.1,6.7
411,Guayaquil,-2.19,-79.897,Energía,Grande,Activa,1979,45,423,1458196.16,12.7,11.0,7.2
412,Montevideo,-34.9033,-56.188,Tecnología,Grande,En riesgo,2011,13,151,1238753.6,16.5,-19.2,2.9
413,Lima,-12.0464,-77.0428,Finanzas,Pequeña,En crecimiento,1990,34,17,35976.93,1.1,17.4,8.9
414,São Paulo,-23.5505,-46.6333,Agro,Pequeña,En crecimiento,1985,39,19,41091.79,6.6,24.3,6.7
415,Cali,3.4516,-76.6319,Salud,Grande,En riesgo,1981,43,347,1672294.73,13.2,-24.4,4.8
416,Bogotá,-4.711,-74.0721,Agro,Mediana,Estable,1971,53,90,196729.97,1.1,0.7,6.2
417,Bogotá,-4.711,-74.0721,Tecnología,Pequeña,Activa,2010,14,8,21701.43,24.3,2.8,7.1
418,Rio de Janeiro,-22.9068,-43.1729,Tecnología,Grande,Estable,1993,31,290,1624830.37,17.5,8.7,5.0
419,Quito,-0.1807,-78.4678,Finanzas,Grande,En crecimiento,2004,20,543,972745.6,6.5,24.1,9.0
420,Cartagena,10.423,-75.5434,Tecnología,Mediana,En crecimiento,1999,25,98,59386.3,18.1,29.1,6.6
421,Lima,-12.0464,-77.0428,Telecomunicaciones,Mediana,Activa,1999,25,67,395466.54,9.3,7.8,5.9
422,Cali,3.4516,-76.6319,Agro,Pequeña,Activa,2016,8,20,28731.48,6.1,7.3,10.0
423,Bogotá,-4.711,-74.0721,Agro,Mediana,Activa,2004,20,84,417663.97,4.9,6.2,7.9
424,Bogotá,-4.711,-74.0721,Manufactura,Mediana,Estable,1988,36,65,412694.05,4.0,-1.0,8.1
425,Pereira,4.8133,-75.6958,Salud,Grande,Activa,2019,5,371,1728510.6,16.3,24.1,7.8
426,Popayán,2.4419,-76.6109,Turismo,Grande,En crecimiento,1977,47,333,5227190.94,1.5,26.8,7.3
427,Quito,-0.1807,-78.4678,Turismo,Grande,Inactiva,1995,29,249,1399953.73,0.1,-31.4,1.6
428,Lima,-12.0464,-77.0428,Turismo,Pequeña,Activa,2018,6,24,43345.51,0.1,23.8,6.8
429,Santiago,-33.4489,-70.6693,Salud,Grande,En crecimiento,2009,15,318,2111294.61,15.8,19.6,6.6
430,Lima,-12.0464,-77.0428,Turismo,Grande,En riesgo,1976,48,286,1458985.64,1.9,-10.1,3.4
431,Buenos Aires,-34.6037,-58.3816,Finanzas,Mediana,Inactiva,1999,25,43,535943.77,9.5,-19.4,1.3
432,Medellín,6.2518,-75.5636,Telecomunicaciones,Grande,Estable,1976,48,139,795377.97,11.9,-7.2,7.0
433,Rio de Janeiro,-22.9068,-43.1729,Retail,Grande,Estable,1972,52,529,802019.69,0.1,-3.0,8.8
434,São Paulo,-23.5505,-46.6333,Finanzas,Mediana,En riesgo,1970,54,109,439961.5,5.5,-2.1,5.2
435,Cali,3.4516,-76.6319,Manufactura,Mediana,En crecimiento,2005,19,128,167565.95,2.1,20.7,7.7
436,Guayaquil,-2.19,-79.897,Energía,Pequeña,En riesgo,1994,30,14,67800.69,9.7,-6.0,4.5
437,Pereira,4.8133,-75.6958,Tecnología,Pequeña,Activa,2006,18,13,60161.01,19.0,5.3,3.5
438,Popayán,2.4419,-76.6109,Retail,Mediana,Inactiva,1970,54,65,211989.84,2.6,-25.6,2.7
439,Medellín,6.2518,-75.5636,Retail,Grande,En crecimiento,1984,40,338,1802275.78,5.9,32.7,6.1
440,Rio de Janeiro,-22.9068,-43.1729,Finanzas,Pequeña,Estable,2006,18,23,26970.04,12.8,4.6,7.1
441,Manizales,5.0689,-75.5175,Finanzas,Pequeña,Activa,1982,42,14,30328.05,7.0,5.9,6.9
442,Santa Marta,11.2469,-74.0515,Educación,Mediana,Estable,2009,15,93,266450.53,11.5,-2.1,5.9
443,Barranquilla,11.0719,-74.7819,Finanzas,Pequeña,Activa,1977,47,12,52012.65,12.6,4.4,7.3
444,São Paulo,-23.5505,-46.6333,Tecnología,Pequeña,En riesgo,1974,50,25,42957.18,15.0,-4.6,4.6
445,Santiago,-33.4489,-70.6693,Retail,Pequeña,En riesgo,1978,46,7,62089.75,2.4,-7.4,6.3
446,Quito,-0.1807,-78.4678,Tecnología,Pequeña,Activa,1970,54,9,60718.97,16.6,1.1,8.0
447,Barranquilla,11.0719,-74.7819,Educación,Pequeña,En riesgo,2005,19,17,107415.71,10.5,-11.5,4.8
448,Barranquilla,11.0719,-74.7819,Telecomunicaciones,Pequeña,En riesgo,2004,20,30,47673.72,12.8,-12.4,3.4
449,Popayán,2.4419,-76.6109,Energía,Mediana,Estable,1971,53,73,545151.75,7.5,3.9,5.6
450,Cartagena,10.423,-75.5434,Educación,Grande,En crecimiento,2009,15,285,2376973.08,8.0,18.4,8.5
451,Manizales,5.0689,-75.5175,Salud,Mediana,Activa,1992,32,119,944609.03,18.1,14.6,7.0
452,Cali,3.4516,-76.6319,Tecnología,Grande,Activa,1978,46,455,1407529.58,14.1,8.0,7.5
453,Guayaquil,-2.19,-79.897,Manufactura,Pequeña,En crecimiento,2003,21,25,40521.94,3.6,24.2,9.0
454,Cali,3.4516,-76.6319,Tecnología,Pequeña,Inactiva,2015,9,8,93772.36,15.2,-29.7,1.4
455,Panamá,8.9936,-79.5193,Turismo,Grande,Activa,1983,41,649,1818808.1,4.0,3.6,8.9
456,Barranquilla,11.0719,-74.7819,Telecomunicaciones,Pequeña,En riesgo,1973,51,8,94902.74,15.7,3.9,5.7
457,São Paulo,-23.5505,-46.6333,Tecnología,Mediana,En crecimiento,1999,25,71,429311.12,12.0,32.8,5.3
458,Guayaquil,-2.19,-79.897,Retail,Mediana,En crecimiento,2000,24,94,104626.98,2.3,21.6,10.0
459,Santa Marta,11.2469,-74.0515,Telecomunicaciones,Mediana,En riesgo,2007,17,86,362108.31,9.2,-2.8,4.9
460,Cartagena,10.423,-75.5434,Tecnología,Pequeña,En riesgo,1980,44,22,58418.4,21.0,-4.7,3.9
461,Lima,-12.0464,-77.0428,Retail,Pequeña,En crecimiento,2004,20,7,53440.9,1.3,18.2,8.4
462,Guayaquil,-2.19,-79.897,Turismo,Mediana,En crecimiento,1977,47,84,280805.13,3.4,17.7,6.6
463,Santiago,-33.4489,-70.6693,Retail,Pequeña,En crecimiento,1972,52,24,22554.88,2.0,26.0,8.5
464,Cali,3.4516,-76.6319,Turismo,Mediana,Activa,1983,41,81,464457.91,6.4,9.6,6.2
