ingreso_mensual_usd,antiguedad_laboral_anios,deuda_actual_usd,edad,puntaje_credito,num_tarjetas_credito,historial_pagos,tipo_empleo,tiene_casa_propia,tiene_vehiculo,prestamo_aprobado
6217.1,8,3394.19,22,343,0,Excelente,Formal,1,0,1
6499.37,20,5763.59,38,318,7,Regular,Formal,1,1,1
6485.25,12,6751.85,27,400,2,Excelente,Formal,0,1,1
1456.68,8,8689.0,36,656,2,Regular,Independiente,0,0,0
4359.83,10,11390.27,42,841,7,Malo,Temporal,0,1,1
1214.42,3,1483.1,21,332,2,Excelente,Independiente,1,1,0
4756.61,1,13344.78,46,528,5,Malo,Formal,0,1,1
3979.02,5,184.65,36,823,1,Bueno,Independiente,0,1,1
7191.47,13,5550.79,60,454,5,Excelente,Temporal,0,1,1
3326.59,3,411.3,19,722,6,Bueno,Formal,1,1,1
1642.88,5,5894.61,27,545,1,Excelente,Formal,0,1,1
1829.54,18,7887.19,60,704,0,Regular,Formal,0,1,1
6282.88,5,7675.22,42,840,5,Regular,Formal,1,0,1
5251.17,1,2484.43,37,460,5,Excelente,Independiente,0,0,1
1528.08,17,9686.11,65,416,6,Bueno,Temporal,1,1,0
1405.57,12,671.68,36,570,5,Regular,Formal,0,0,0
5846.98,8,11428.6,40,786,3,Malo,Independiente,1,1,1
1323.89,22,14199.67,41,471,0,Bueno,Temporal,1,1,0
6717.39,18,5096.53,28,573,2,Malo,Temporal,0,1,1
5884.94,12,7758.59,63,558,0,Bueno,Formal,1,1,1
1385.71,10,5683.65,51,434,3,Bueno,Temporal,0,1,0
1410.83,0,100.66,45,721,6,Regular,Formal,1,1,1
7903.8,23,5788.12,22,720,6,Bueno,Formal,0,0,1
3494.75,21,11875.8,22,485,1,Bueno,Formal,1,0,1
3468.62,6,8939.83,68,663,0,Bueno,Formal,0,1,1
6652.16,24,1518.9,38,677,7,Regular,Independiente,1,0,1
7620.19,20,12707.09,29,822,7,Regular,Formal,0,0,1
7899.21,14,7966.28,67,495,6,Bueno,Formal,1,0,1
6224.32,0,12625.85,21,397,5,Bueno,Formal,1,1,1
3509.07,11,8703.32,66,321,6,Bueno,Independiente,0,1,1
1401.21,6,8395.33,59,749,6,Bueno,Formal,1,1,1
6395.46,14,1578.89,37,471,6,Excelente,Independiente,1,1,1
4820.51,20,2510.4,55,682,6,Regular,Formal,0,0,1
3854.4,18,14580.38,42,433,7,Bueno,Formal,0,1,1
7325.75,24,3427.3,31,725,7,Bueno,Formal,0,1,1
1600.62,0,14661.78,28,324,2,Excelente,Formal,0,0,0
4346.9,16,7978.69,49,802,2,Excelente,Formal,0,0,1
881.75,16,2036.84,28,484,1,Malo,Formal,0,1,0
4174.36,2,1489.53,35,384,6,Bueno,Temporal,0,0,1
1205.38,11,3132.96,44,443,7,Excelente,Independiente,0,1,0
1655.49,5,13884.56,35,711,0,Bueno,Formal,0,1,1
1646.19,10,6212.25,40,523,3,Bueno,Formal,1,1,0
5474.31,2,5931.51,28,519,1,Excelente,Temporal,1,0,1
6171.52,7,4698.09,38,478,7,Bueno,Formal,0,0,1
5000.26,13,2205.93,61,732,0,Bueno,Formal,1,1,1
7727.64,13,7317.77,22,564,6,Bueno,Independiente,1,1,1
3499.07,9,1950.72,40,728,4,Bueno,Independiente,1,1,1
2857.13,1,12532.2,58,715,6,Bueno,Formal,0,1,1
7053.91,13,5555.95,42,752,2,Malo,Formal,0,1,1
2409.89,8,5622.05,58,496,3,Bueno,Formal,1,1,1
7735.2,2,7110.1,27,352,7,Bueno,Independiente,1,0,1
887.51,20,6661.92,39,779,7,Excelente,Formal,1,0,1
7783.13,7,14922.87,36,742,5,Bueno,Formal,1,1,1
1110.75,15,8180.72,18,629,3,Regular,Formal,0,1,0
7216.23,1,1323.03,24,550,5,Excelente,Formal,0,1,1
4599.45,5,9103.16,21,422,3,Regular,Temporal,0,1,1
7949.35,20,2273.76,18,686,2,Excelente,Independiente,0,0,1
1331.34,24,464.06,32,638,5,Bueno,Independiente,1,0,1
4787.75,11,14561.13,57,647,0,Regular,Formal,0,1,1
7778.98,4,11603.08,29,328,5,Bueno,Formal,0,1,1
4566.3,1,14701.63,39,334,1,Bueno,Formal,1,0,1
5331.67,15,7168.18,39,817,0,Excelente,Formal,0,1,1
5809.39,4,7983.86,67,695,1,Regular,Temporal,1,0,1
4072.7,14,2525.05,64,593,6,Excelente,Formal,1,1,1
5318.42,11,3703.61,34,648,3,Malo,Formal,0,0,1
5007.06,3,12578.24,46,446,0,Excelente,Formal,0,1,1
7288.34,14,5342.78,63,366,3,Malo,Independiente,0,0,1
1127.21,10,12402.22,31,819,6,Bueno,Formal,0,0,0
2822.93,15,10635.21,67,421,4,Regular,Formal,0,1,0
7642.96,22,2657.56,37,639,7,Bueno,Formal,0,0,1
7209.9,5,7611.7,67,474,3,Malo,Temporal,1,0,1
4080.73,13,10160.81,65,750,6,Excelente,Formal,0,1,1
5264.95,17,3525.56,50,435,3,Excelente,Temporal,1,1,1
2797.14,11,12460.33,60,315,6,Bueno,Independiente,0,1,0
2154.47,10,8172.41,32,632,1,Excelente,Formal,0,1,1
4138.63,12,2478.63,29,494,6,Excelente,Independiente,1,1,1
3344.14,20,8744.77,57,795,5,Malo,Formal,0,0,1
5002.32,22,14995.71,37,308,4,Malo,Temporal,0,1,1
1359.69,10,2257.82,47,633,3,Bueno,Formal,1,0,1
7815.64,22,12251.35,55,632,6,Malo,Formal,1,1,1
7900.72,15,3109.64,20,626,6,Bueno,Formal,1,1,1
5826.76,14,11735.82,45,314,3,Bueno,Formal,0,1,1
4659.89,20,11018.67,43,525,7,Regular,Temporal,0,1,1
3028.6,14,4507.34,47,724,4,Regular,Formal,1,1,1
6659.32,24,4887.35,30,707,4,Malo,Independiente,1,1,1
5730.06,3,11887.82,30,412,6,Bueno,Formal,0,1,1
1970.84,10,6921.68,19,727,0,Regular,Temporal,1,0,0
7358.68,18,10962.27,54,300,1,Excelente,Formal,0,0,1
6722.27,14,2219.76,66,565,4,Excelente,Formal,0,1,1
7638.56,3,12788.37,55,790,4,Excelente,Formal,0,0,1
6025.18,20,10663.27,19,507,2,Malo,Independiente,0,0,1
5216.59,12,13604.14,53,668,5,Regular,Formal,0,1,1
3811.35,21,1985.59,43,605,4,Regular,Formal,0,0,1
7515.65,18,8895.22,28,311,1,Bueno,Formal,0,0,1
7035.66,1,8986.81,25,644,5,Bueno,Independiente,1,1,1
1125.57,13,5301.91,61,764,5,Excelente,Formal,1,1,1
989.84,3,6877.0,57,793,3,Bueno,Formal,1,1,1
3510.54,15,569.72,60,667,3,Bueno,Formal,1,1,1
6635.98,20,11187.9,39,719,3,Regular,Temporal,0,0,1
7908.39,19,8239.84,37,470,3,Bueno,Temporal,0,1,1
1883.0,13,866.12,25,433,2,Excelente,Formal,1,0,0
5077.74,14,10211.34,46,726,4,Excelente,Formal,0,0,1
3542.41,2,7001.73,57,324,3,Excelente,Formal,0,0,1
7783.38,7,516.92,43,829,6,Bueno,Formal,0,0,1
6863.26,15,14544.12,47,489,0,Malo,Formal,1,1,1
6835.97,9,14236.68,34,440,3,Regular,Independiente,0,1,1
4174.59,3,7693.54,37,614,4,Regular,Formal,1,0,1
3786.7,17,1405.09,69,743,3,Bueno,Temporal,0,1,1
2768.53,1,11319.32,33,618,2,Bueno,Formal,1,1,1
1205.9,16,7378.97,63,740,1,Excelente,Independiente,1,0,1
7026.0,12,4536.71,60,391,1,Malo,Formal,1,0,1
6652.89,3,7371.27,24,478,4,Regular,Formal,0,1,1
7997.97,24,7836.66,33,355,6,Excelente,Formal,0,0,1
7975.79,10,8440.68,62,454,1,Bueno,Formal,1,0,1
4799.11,6,6618.36,64,410,7,Bueno,Formal,0,1,1
6336.71,11,9086.33,65,436,1,Regular,Independiente,0,1,1
7602.31,9,13781.02,44,531,0,Malo,Temporal,0,0,1
6917.46,6,5434.02,40,767,4,Bueno,Formal,1,1,1
2580.91,12,10885.75,41,780,6,Bueno,Formal,0,1,1
4043.92,6,13416.79,26,367,4,Excelente,Formal,1,1,1
1729.95,23,6839.69,52,548,1,Excelente,Formal,0,0,1
7669.17,16,6651.84,68,622,1,Excelente,Formal,0,1,1
5164.46,9,9031.75,37,817,1,Excelente,Independiente,1,1,1
2446.23,9,8871.1,54,731,5,Regular,Temporal,0,1,0
5636.24,23,12098.84,59,786,2,Regular,Temporal,0,0,1
5250.52,3,7147.25,34,728,3,Excelente,Formal,1,1,1
3378.77,19,14941.84,64,568,7,Regular,Temporal,1,0,1
1617.61,3,892.07,48,836,2,Excelente,Independiente,0,0,1
5635.33,21,47.52,25,447,4,Bueno,Formal,1,1,1
4546.22,6,9602.97,32,417,7,Excelente,Formal,1,0,1
6360.69,21,4476.52,48,666,0,Bueno,Independiente,1,0,1
4545.18,0,3605.74,47,365,3,Bueno,Formal,0,0,1
6935.71,11,4678.49,63,669,0,Bueno,Formal,0,1,1
4773.73,23,3840.71,37,474,6,Bueno,Formal,1,0,1
4838.75,12,461.85,56,794,5,Malo,Formal,1,0,1
7111.91,9,14573.0,29,413,4,Excelente,Formal,0,0,1
3705.08,14,3311.18,66,410,5,Excelente,Temporal,0,1,1
1764.91,12,11010.45,34,738,4,Excelente,Independiente,0,0,1
1007.24,22,11438.95,59,446,0,Regular,Independiente,0,1,0
6236.99,21,13938.86,47,334,0,Excelente,Formal,0,1,1
5266.23,21,458.24,46,608,0,Regular,Independiente,0,1,1
5869.37,20,13080.73,36,837,4,Bueno,Formal,1,0,1
2333.34,21,7908.39,63,313,1,Bueno,Formal,0,1,0
1781.87,8,9488.16,28,673,0,Bueno,Formal,1,1,1
904.72,8,9667.05,51,727,5,Excelente,Formal,0,0,0
3324.23,14,12296.97,67,532,6,Excelente,Formal,0,1,1
5047.41,9,5001.11,24,739,3,Bueno,Formal,0,0,1
3624.16,23,10995.77,61,801,4,Bueno,Formal,0,1,1
3949.82,24,7928.67,51,574,7,Excelente,Formal,1,1,1
7309.94,9,11900.91,37,375,5,Excelente,Temporal,1,0,1
3307.44,7,14858.19,67,738,2,Malo,Formal,0,0,1
4500.72,23,3009.77,55,588,6,Excelente,Independiente,0,1,1
6442.3,15,14919.73,41,839,2,Regular,Formal,0,0,1
3655.11,16,1347.18,27,552,3,Regular,Formal,1,1,1
5279.02,4,34.76,49,425,1,Bueno,Temporal,1,1,1
7009.02,3,662.43,69,476,0,Excelente,Formal,0,1,1
7636.55,17,5126.74,32,336,4,Excelente,Formal,1,1,1
1858.93,23,9493.59,54,709,5,Regular,Independiente,1,1,0
7471.43,18,1035.44,37,426,7,Regular,Formal,0,1,1
4343.24,3,84.99,20,782,0,Regular,Independiente,0,1,1
2659.36,6,14056.37,54,467,5,Malo,Formal,1,1,0
4105.78,9,12328.9,57,593,4,Regular,Formal,1,1,1
7856.23,24,12137.75,25,642,2,Excelente,Formal,0,0,1
4346.85,17,13266.36,57,609,0,Excelente,Formal,0,0,1
3167.01,18,10500.51,61,827,3,Regular,Temporal,0,0,1
5360.49,3,1566.06,40,839,1,Excelente,Independiente,0,1,1
2529.05,9,5986.5,57,718,3,Excelente,Formal,1,0,1
1346.22,0,10847.24,28,743,1,Regular,Formal,0,0,0
1727.93,22,4205.02,63,535,6,Bueno,Independiente,1,1,0
1721.93,17,10311.1,25,738,5,Malo,Formal,1,1,1
1893.7,4,367.48,46,513,0,Regular,Formal,0,0,0
1799.56,14,4592.06,47,384,0,Excelente,Formal,0,0,1
5414.3,16,8236.96,27,384,6,Malo,Formal,0,0,1
2109.54,2,9481.35,56,788,1,Bueno,Independiente,1,0,1
3288.8,11,8655.61,45,364,2,Bueno,Temporal,0,0,0
7256.88,1,10466.34,66,363,4,Bueno,Formal,1,0,1
4212.52,0,91.33,53,642,3,Excelente,Formal,1,1,1
5606.42,22,1514.12,30,651,6,Bueno,Formal,0,1,1
2040.7,20,13034.16,49,457,7,Excelente,Formal,1,0,1
2184.48,16,10226.23,53,790,7,Bueno,Formal,1,1,1
1094.25,21,1693.97,54,762,5,Bueno,Independiente,0,0,1
2016.33,15,12631.12,43,524,6,Regular,Formal,0,0,0
2805.85,4,3633.47,39,612,3,Regular,Formal,1,0,1
2074.48,14,7173.9,21,765,3,Excelente,Formal,1,0,1
1438.66,2,2177.95,48,387,5,Bueno,Formal,0,1,0
1668.58,6,10651.65,35,602,5,Bueno,Formal,0,1,0
4117.61,10,10002.82,55,734,0,Excelente,Independiente,0,1,1
2285.6,9,3166.69,41,434,3,Regular,Formal,1,0,0
3422.74,8,12951.01,40,349,4,Regular,Independiente,0,0,0
4424.6,13,6019.59,39,731,7,Excelente,Formal,0,0,1
5770.84,12,4387.73,19,639,4,Bueno,Formal,1,1,1
1083.05,24,2284.94,48,646,1,Excelente,Formal,0,1,1
6555.75,24,3992.52,28,646,6,Regular,Formal,1,0,1
5320.88,1,330.4,45,544,5,Excelente,Formal,0,1,1
1388.67,2,8748.86,63,408,0,Malo,Formal,1,1,0
7089.77,6,12633.46,49,832,4,Regular,Independiente,0,0,1
7430.28,20,8234.71,22,389,2,Bueno,Independiente,1,0,1
1239.76,17,3289.11,55,595,7,Bueno,Formal,1,1,1
2793.52,2,505.04,27,411,0,Malo,Formal,0,0,0
6604.65,9,3219.42,57,476,0,Bueno,Formal,0,1,1
6187.47,21,6241.82,63,642,4,Excelente,Formal,0,0,1
2128.55,6,11394.17,41,400,2,Bueno,Formal,0,1,0
2307.32,8,2817.64,52,700,1,Regular,Temporal,1,1,1
3467.4,16,10796.87,61,327,4,Regular,Formal,1,0,0
4288.57,10,13004.0,65,836,2,Regular,Formal,0,1,1
5251.43,6,6809.2,40,357,0,Malo,Formal,1,0,1
3456.18,23,12321.48,34,797,7,Malo,Formal,1,0,1
4130.25,13,8319.86,18,596,2,Malo,Independiente,1,0,1
6181.79,18,9556.36,48,433,0,Excelente,Formal,0,0,1
1064.12,3,7894.18,48,630,6,Bueno,Formal,0,1,0
2617.55,5,6947.59,59,548,4,Regular,Independiente,0,0,0
5936.12,9,3519.8,59,849,5,Regular,Formal,0,1,1
7245.49,6,4547.91,51,374,4,Regular,Independiente,0,1,1
4484.08,12,4349.55,26,467,6,Excelente,Formal,0,0,1
4631.22,13,8449.33,39,802,3,Regular,Formal,0,1,1
1571.64,3,1799.31,30,654,3,Regular,Independiente,1,0,0
4021.37,7,13751.88,42,524,3,Excelente,Formal,0,1,1
4634.84,4,10809.83,65,830,4,Bueno,Formal,0,0,1
2545.79,0,6021.68,35,445,1,Excelente,Formal,0,0,1
2738.55,3,2379.36,68,540,4,Bueno,Formal,0,1,1
3516.45,2,13229.88,29,643,7,Excelente,Independiente,0,0,1
944.51,8,12356.67,57,334,6,Bueno,Temporal,0,0,0
3118.97,7,10825.82,34,300,7,Bueno,Temporal,0,1,0
2322.43,0,4073.21,32,452,6,Regular,Independiente,0,1,0
3157.98,5,6036.7,59,728,5,Regular,Formal,0,0,1
1662.29,8,1541.22,32,807,2,Regular,Formal,0,1,0
7211.8,6,2835.59,32,425,4,Excelente,Formal,1,1,1
5073.87,3,11745.25,56,790,4,Excelente,Formal,0,0,1
5689.54,12,10725.58,30,781,0,Malo,Formal,0,1,1
6482.03,16,8902.29,34,644,6,Excelente,Temporal,0,0,1
4388.78,1,13435.9,49,520,0,Malo,Formal,0,0,1
1425.83,4,8749.0,26,324,0,Regular,Formal,0,0,0
4667.17,11,7004.52,57,827,4,Bueno,Formal,0,1,1
5025.26,20,5105.56,37,481,1,Malo,Independiente,1,1,1
6167.16,7,14106.73,43,798,2,Excelente,Independiente,0,1,1
3907.95,5,1240.73,44,341,2,Bueno,Independiente,0,0,1
1718.58,7,13963.31,38,780,7,Regular,Formal,1,1,0
2843.19,17,12400.72,35,738,6,Bueno,Independiente,1,1,1
3414.19,2,1948.95,30,701,5,Malo,Formal,0,1,1
5450.6,21,8474.77,33,845,6,Excelente,Temporal,0,1,1
4909.6,11,12998.22,26,644,1,Bueno,Formal,0,1,1
3363.9,2,8577.14,29,344,1,Bueno,Formal,0,0,1
7902.91,21,13608.0,61,320,2,Regular,Formal,0,1,1
5161.58,5,14144.76,55,369,3,Bueno,Independiente,0,1,1
2508.03,1,6335.77,36,347,0,Bueno,Formal,1,1,0
1532.83,22,5659.7,24,790,0,Regular,Temporal,0,0,0
1900.59,11,14044.82,52,586,2,Excelente,Formal,0,0,1
2570.9,1,10127.1,65,309,6,Regular,Formal,0,1,0
1956.91,5,1740.34,35,841,1,Bueno,Formal,1,0,1
2143.28,16,634.38,33,573,6,Regular,Formal,0,1,1
2852.69,2,8469.44,56,680,5,Regular,Formal,1,0,1
2048.29,1,13952.56,21,628,3,Excelente,Formal,0,1,1
7256.71,22,12663.73,42,778,2,Bueno,Independiente,0,0,1
1377.68,19,10137.72,49,314,0,Malo,Formal,0,0,0
4576.48,7,2086.74,57,815,4,Bueno,Temporal,0,0,1
3754.86,21,3813.47,30,490,6,Malo,Formal,0,1,1
7873.13,11,13132.67,62,467,1,Bueno,Independiente,0,1,1
1606.68,3,2742.11,34,820,4,Excelente,Formal,0,0,1
3664.56,4,4176.59,66,436,5,Bueno,Formal,1,1,1
7780.19,12,1944.01,54,453,2,Malo,Formal,0,0,1
7031.65,14,10141.62,23,687,6,Bueno,Formal,0,0,1
6682.92,24,14159.73,36,508,0,Malo,Temporal,0,0,1
2656.9,22,4034.52,30,571,6,Malo,Formal,1,1,1
2030.39,15,7131.1,43,442,3,Bueno,Formal,1,0,1
5614.23,9,9515.1,31,368,7,Excelente,Temporal,0,0,1
7491.51,24,14991.99,48,546,4,Regular,Formal,0,0,1
4808.69,22,1572.12,21,560,3,Bueno,Independiente,0,1,1
4915.61,15,7478.56,56,378,5,Regular,Formal,1,1,1
2815.85,11,5776.8,25,824,0,Bueno,Independiente,1,1,1
6340.35,16,12987.3,42,629,4,Bueno,Formal,0,1,1
2146.71,15,7139.52,30,488,5,Regular,Formal,0,0,0
3130.49,11,1664.66,49,394,3,Bueno,Formal,0,0,1
3863.14,7,9516.36,55,307,3,Bueno,Temporal,0,1,1
4454.79,19,11561.71,55,366,7,Bueno,Formal,1,0,1
2545.35,2,43.22,45,795,4,Bueno,Formal,0,1,1
1626.83,15,12884.35,47,490,0,Bueno,Independiente,0,1,0
5196.46,12,2790.35,20,665,3,Regular,Temporal,1,1,1
2878.14,22,8281.04,45,820,2,Bueno,Independiente,1,1,1
4984.92,18,6236.96,20,416,7,Bueno,Temporal,0,0,1
1911.41,7,10794.81,62,566,5,Regular,Formal,1,1,0
4264.21,21,5567.42,51,784,4,Bueno,Formal,0,0,1
4634.64,4,13046.45,33,808,1,Bueno,Independiente,1,1,1
1173.13,19,10957.45,39,597,1,Malo,Independiente,1,0,0
3223.55,7,9715.7,49,463,0,Regular,Formal,0,1,1
1767.79,23,11943.61,55,675,2,Bueno,Formal,1,1,1
1256.3,11,11310.35,25,567,3,Regular,Independiente,1,1,0
7927.71,0,539.08,25,848,1,Excelente,Formal,0,1,1
3120.95,24,5921.02,23,373,0,Regular,Formal,0,1,1
6631.1,20,13962.11,31,807,5,Bueno,Formal,1,0,1
2633.41,19,1885.86,49,372,7,Bueno,Formal,0,0,0
5706.82,5,11056.45,52,607,2,Bueno,Independiente,0,0,1
6273.64,21,14618.88,27,498,2,Excelente,Formal,1,1,1
5088.6,17,782.98,20,429,6,Excelente,Independiente,1,1,1
4195.35,7,10232.91,29,786,0,Malo,Formal,0,1,1
3765.25,6,7022.31,66,450,0,Bueno,Formal,0,0,1
3311.85,0,8687.63,48,505,6,Bueno,Independiente,0,0,0
7492.61,20,1280.12,46,478,7,Excelente,Formal,0,0,1
6780.46,15,645.1,22,496,3,Excelente,Formal,0,0,1
7748.19,11,10003.0,69,388,0,Regular,Formal,1,1,1
1694.94,5,12349.64,42,733,6,Bueno,Formal,0,1,0
6062.25,19,11730.23,58,482,3,Bueno,Formal,0,1,1
7556.05,1,8157.09,48,508,7,Excelente,Independiente,0,1,1
2104.88,13,1498.0,38,792,3,Regular,Independiente,1,1,1
1278.77,3,10320.67,37,429,4,Excelente,Independiente,0,1,0
6136.07,0,3628.33,56,312,2,Excelente,Formal,0,0,1
4936.21,22,13666.03,39,405,5,Bueno,Formal,0,0,1
6861.17,17,12573.98,21,674,2,Bueno,Formal,0,0,1
1806.36,12,10640.74,30,398,2,Excelente,Formal,0,0,1
6525.92,1,14232.69,62,491,4,Regular,Formal,0,1,1
2251.72,8,471.33,59,624,3,Regular,Formal,0,1,1
1978.32,20,11043.01,67,766,3,Regular,Temporal,0,0,0
1982.71,1,4953.64,66,666,0,Bueno,Formal,0,1,1
6664.94,24,13590.99,37,617,4,Excelente,Formal,0,1,1
5589.42,8,4000.13,69,443,0,Bueno,Independiente,0,1,1
4566.07,0,10872.85,30,683,4,Malo,Formal,0,1,1
3383.58,10,13164.71,34,515,0,Bueno,Independiente,0,1,1
7115.84,2,624.85,53,660,1,Regular,Independiente,0,1,1
3625.6,19,5964.71,50,623,6,Excelente,Temporal,1,1,1
6679.52,22,11434.64,18,314,2,Bueno,Formal,0,0,1
3961.77,3,6823.78,32,516,2,Excelente,Independiente,0,1,1
3514.0,17,4008.79,30,791,7,Bueno,Formal,0,1,1
4131.29,22,3297.08,34,846,5,Malo,Independiente,1,1,1
2969.92,5,1972.77,41,482,6,Malo,Formal,1,1,1
6182.79,2,12856.94,25,569,3,Bueno,Formal,0,0,1
4419.59,21,8630.33,67,766,5,Bueno,Formal,0,0,1
2471.93,10,1145.77,44,818,1,Malo,Formal,0,0,1
7276.94,14,5738.7,62,841,7,Regular,Independiente,0,1,1
3564.02,21,5516.0,40,766,5,Excelente,Independiente,0,0,1
4713.58,4,2726.09,63,604,7,Bueno,Independiente,1,0,1
7326.6,19,6532.61,25,443,2,Excelente,Formal,0,1,1
5294.51,9,4981.49,25,410,3,Bueno,Independiente,1,1,1
1641.67,11,5127.06,43,531,1,Bueno,Formal,0,1,1
7566.79,14,11085.4,64,799,2,Bueno,Temporal,1,0,1
5319.5,16,3348.95,30,572,6,Bueno,Temporal,1,0,1
3211.32,9,9627.9,56,472,0,Excelente,Formal,0,1,1
1802.76,5,8559.74,54,306,4,Bueno,Independiente,0,0,0
6516.98,17,8521.39,66,454,1,Regular,Formal,0,1,1
5264.52,12,9945.11,45,821,3,Regular,Formal,0,1,1
4640.92,2,8225.73,42,845,7,Bueno,Formal,0,0,1
7236.03,23,13188.83,33,847,5,Malo,Formal,0,0,1
6477.9,9,10133.7,19,817,6,Malo,Independiente,0,1,1
1892.06,13,8204.45,35,514,5,Excelente,Formal,1,1,1
3044.4,5,12446.45,34,433,1,Excelente,Formal,0,1,1
2589.12,2,9092.2,47,584,6,Regular,Formal,1,1,0
6156.41,15,4367.16,56,425,3,Regular,Independiente,0,0,1
1041.43,6,3106.42,30,738,1,Malo,Temporal,1,0,0
4903.21,19,2284.92,49,451,3,Malo,Independiente,0,0,1
6289.7,13,13491.83,67,630,5,Regular,Independiente,0,1,1
7112.71,8,10652.03,46,837,2,Bueno,Formal,1,0,1
3262.99,14,14060.68,63,682,6,Excelente,Formal,0,1,1
6713.05,20,9049.38,47,414,0,Excelente,Formal,1,0,1
1596.55,2,7101.01,35,781,2,Bueno,Formal,0,0,1
6894.46,1,895.75,30,583,0,Regular,Independiente,0,0,1
1717.92,1,10074.63,60,374,5,Bueno,Formal,0,1,0
3660.47,2,8733.13,38,465,7,Regular,Independiente,1,1,0
6540.53,17,14853.13,47,488,6,Bueno,Formal,0,1,1
1879.41,13,3587.38,38,377,2,Bueno,Formal,1,0,0
2450.61,19,7961.06,65,320,2,Excelente,Formal,1,1,1
6000.22,17,9764.36,34,483,1,Bueno,Independiente,0,1,1
5984.26,9,9668.87,57,521,4,Regular,Independiente,0,1,1
5416.26,24,8419.4,36,627,5,Regular,Temporal,1,0,1
5796.43,1,11653.92,69,478,3,Malo,Formal,0,1,1
4707.62,24,3074.72,32,411,5,Bueno,Temporal,0,0,1
2612.95,21,10884.41,26,358,3,Bueno,Formal,0,0,1
3289.01,0,9296.02,69,626,6,Bueno,Formal,0,0,1
2107.5,3,13441.13,27,490,3,Bueno,Temporal,0,1,0
7340.84,13,12707.92,61,499,7,Malo,Formal,0,1,1
5000.42,0,4727.21,48,611,0,Regular,Independiente,1,1,1
3686.13,13,4143.56,40,334,3,Malo,Formal,0,1,1
4126.44,15,14724.8,69,678,3,Excelente,Formal,0,1,1
7620.44,21,7908.98,47,686,1,Malo,Temporal,1,0,1
1904.13,13,13596.31,50,536,2,Excelente,Formal,1,1,1
5020.85,19,2458.22,69,818,5,Malo,Independiente,1,0,1
4442.4,2,9642.28,26,582,5,Bueno,Formal,0,1,1
5202.47,2,12147.9,64,300,6,Bueno,Independiente,1,0,1
930.39,8,14210.93,18,763,6,Bueno,Formal,0,0,0
7079.29,5,5060.1,61,529,7,Malo,Formal,0,0,1
7511.25,24,10874.72,52,471,3,Excelente,Formal,0,0,1
4868.96,12,8082.2,28,386,4,Bueno,Formal,0,0,1
5815.89,20,909.43,51,422,5,Malo,Temporal,1,0,1
7442.0,1,10350.0,33,597,6,Bueno,Formal,0,1,1
5892.12,7,10351.45,26,783,3,Excelente,Formal,1,1,1
1898.28,20,13959.1,49,464,6,Bueno,Formal,1,1,0
4949.28,1,7459.69,32,682,7,Bueno,Formal,0,1,1
5168.35,3,3453.76,29,508,0,Malo,Independiente,0,1,1
3853.74,24,668.46,50,731,0,Regular,Temporal,0,1,1
6102.4,14,6234.63,62,688,6,Bueno,Formal,0,1,1
7527.44,3,4528.75,31,523,0,Malo,Temporal,0,1,1
7464.09,12,11416.32,25,302,6,Bueno,Formal,1,1,1
4046.04,11,5314.02,25,671,3,Excelente,Formal,0,0,1
1615.31,12,14236.07,44,745,1,Bueno,Independiente,0,1,0
7890.86,13,14434.65,29,415,4,Bueno,Formal,1,0,1
6840.07,19,9313.63,18,569,3,Excelente,Independiente,0,1,1
1697.57,17,13929.9,60,746,1,Malo,Temporal,1,0,0
7430.06,5,11412.82,57,667,1,Regular,Formal,0,0,1
7063.25,10,8202.89,59,552,5,Bueno,Temporal,0,0,1
4535.63,1,2704.62,68,616,3,Bueno,Independiente,0,0,1
5057.18,22,6878.97,28,714,3,Regular,Formal,0,1,1
3672.82,18,8413.12,56,394,6,Malo,Independiente,0,0,0
1194.28,18,12959.42,60,323,1,Malo,Formal,1,0,0
3213.42,4,7220.0,48,349,1,Bueno,Temporal,0,0,0
6580.54,18,13465.12,34,801,1,Regular,Independiente,1,0,1
833.35,1,10115.23,50,797,6,Bueno,Formal,0,1,0
3201.19,9,2054.99,49,634,5,Bueno,Formal,0,0,1
3666.81,24,14924.72,46,378,3,Excelente,Independiente,0,1,1
4669.25,1,7908.49,38,326,1,Excelente,Formal,1,0,1
7422.96,10,5877.87,38,570,0,Bueno,Formal,0,1,1
3293.69,17,9886.71,57,546,3,Bueno,Formal,0,0,1
3298.06,23,1633.4,40,686,6,Excelente,Formal,1,1,1
6110.01,14,9548.08,23,660,5,Regular,Formal,0,1,1
4055.97,8,7473.54,39,787,0,Excelente,Formal,1,0,1
2417.15,22,6100.11,67,651,6,Bueno,Formal,0,0,1
4057.56,18,14295.3,55,555,2,Bueno,Independiente,1,0,1
1814.17,8,7838.1,54,521,3,Malo,Formal,1,1,1
2069.99,2,3286.76,62,300,2,Bueno,Formal,1,1,0
4388.25,20,6884.45,68,845,6,Excelente,Formal,0,0,1
3816.26,8,13790.81,25,745,6,Bueno,Formal,0,0,1
7386.89,13,2641.43,58,378,6,Regular,Formal,1,0,1
3409.24,18,3209.36,66,535,1,Malo,Formal,0,1,1
4980.24,6,195.44,52,633,5,Bueno,Formal,0,0,1
5352.3,15,212.85,68,648,1,Bueno,Independiente,1,1,1
894.28,15,12440.87,28,397,5,Malo,Independiente,0,1,0
